"Through a combination of regularly scheduled technical systems audits of non-EPA laboratories processing state PM2.5 monitoring data and additional assessments of data quality, EPA has identified data quality issues that affect Florida, Illinois, most of Tennessee and parts of Kentucky. EPA has made a preliminary determination that this data should not be used for regulatory purposes. Until a final determination has been made, EPA has moved the data in the Air Quality System database for the PM2.5 sites in question from parameter code 88101 (PM2.5 at local conditions; used for regulatory data) to parameter code 88501 (PM2.5 raw data). This change will clarify to data users that data from these sites should not be compared to the PM2.5 National Ambient Air Quality Standards until EPA has made a final validity determination. This data is not included in the PM2.5 trends assessment or this summary table.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Air Quality Trends by City 2000-2020,,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  The values shown are the composite averages among the trend sites in each area.  Data from exceptional events are included.  These trends are based on sites having an adequate record of monitoring data during the trend period.  Based on data from AQS as of May 5, 2021.  ",,,,,,,,,,,,,,,,,,,,,,,,,
CBSA,Core Based Statistical Area,Pollutant,Trend Statistic,Number of Trends Sites,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CO,2nd Max,4,2.7,2.5,2.1,2.0,1.5,1.4,1.4,1.2,1.0,1.5,1.6,0.9,1.0,1.2,1.0,1.0,0.9,0.9,1.7,1.0,1.0
33460,,NO2,Annual Mean,2,11.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0
33460,,NO2,98th Percentile,1,41.0,41.0,33.0,34.0,36.0,37.0,35.0,34.0,32.0,29.0,30.0,30.0,29.0,29.0,28.0,25.0,24.0,23.0,28.0,25.0,22.0
33460,,O3,4th Max,3,0.065,0.076,0.073,0.07000000000000002,0.062,0.073,0.069,0.07000000000000002,0.05800000000000002,0.06,0.064,0.064,0.068,0.064,0.062,0.06,0.061,0.061,0.062,0.05899999999999998,0.06
33460,,PM10,2nd Max,1,71.0,71.0,58.0,67.0,59.0,63.0,70.0,74.0,45.0,49.0,64.0,84.0,55.0,57.0,49.0,90.0,64.0,86.0,56.0,81.0,72.0
33460,,PM2.5,Weighted Annual Mean,6,11.8,11.4,10.3,9.9,8.9,10.4,9.0,10.0,10.0,9.9,9.3,8.9,8.9,8.4,8.0,7.0,6.7,7.1,7.9,7.3,7.3
33460,,PM2.5,98th Percentile,6,36.0,31.0,26.0,24.0,28.0,29.0,22.0,25.0,27.0,37.0,31.0,23.0,23.0,21.0,22.0,17.0,19.0,17.0,21.0,22.0,19.0
33460,,SO2,99th Percentile,4,39.0,34.0,27.0,44.0,39.0,37.0,27.0,24.0,23.0,20.0,20.0,10.0,10.0,11.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0
33660,"Mobile, AL",O3,4th Max,2,0.091,0.074,0.077,0.08100000000000002,0.076,0.073,0.083,0.079,0.073,0.07000000000000002,0.076,0.071,0.07000000000000002,0.061,0.069,0.062,0.063,0.064,0.065,0.05800000000000002,0.052
33700,"Modesto, CA",NO2,Annual Mean,1,16.0,17.0,17.0,15.0,14.0,13.0,13.0,12.0,12.0,11.0,10.0,11.0,11.0,11.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0
33700,,NO2,98th Percentile,1,55.0,62.0,68.0,58.0,55.0,53.0,51.0,46.0,52.0,48.0,39.0,41.0,44.0,46.0,41.0,36.0,42.0,46.0,47.0,44.0,41.0
33700,,O3,4th Max,2,0.08899999999999998,0.09299999999999999,0.095,0.08799999999999998,0.084,0.084,0.091,0.076,0.098,0.083,0.08,0.08100000000000002,0.085,0.078,0.08100000000000002,0.084,0.083,0.084,0.08100000000000002,0.079,0.079
33700,,PM10,2nd Max,1,95.0,124.0,83.0,75.0,55.0,74.0,88.0,71.0,79.0,62.0,68.0,67.0,77.0,77.0,54.0,64.0,57.0,107.0,110.0,93.0,134.0
33700,,PM2.5,Weighted Annual Mean,1,18.7,15.6,18.7,14.5,13.6,13.9,14.8,15.0,16.0,13.0,12.1,14.7,11.9,14.3,11.4,9.1,11.1,12.9,15.2,7.7,14.5
33700,,PM2.5,98th Percentile,1,71.0,69.0,69.0,47.0,45.0,55.0,52.0,57.0,54.0,55.0,37.0,55.0,41.0,56.0,50.0,31.0,36.0,51.0,100.0,28.0,82.0
33740,"Monroe, LA",O3,4th Max,1,0.08100000000000002,0.077,0.078,0.08,0.073,0.079,0.076,0.065,0.05700000000000001,0.066,0.07000000000000002,0.063,0.05800000000000002,0.062,0.05899999999999998,0.06,0.06,0.061,0.05700000000000001,0.05899999999999998,0.05700000000000001
33740,,PM2.5,Weighted Annual Mean,1,13.3,11.9,10.8,11.7,10.4,13.2,12.2,11.2,9.3,8.6,9.5,9.4,9.2,8.1,7.7,7.9,8.5,7.8,7.9,7.2,7.3
33740,,PM2.5,98th Percentile,1,27.0,27.0,33.0,26.0,22.0,34.0,33.0,26.0,20.0,17.0,19.0,21.0,20.0,21.0,16.0,18.0,20.0,17.0,24.0,15.0,18.0
33860,"Montgomery, AL",O3,4th Max,1,0.08599999999999998,0.077,0.08100000000000002,0.066,0.063,0.069,0.074,0.08,0.069,0.064,0.072,0.07000000000000002,0.066,0.061,0.062,0.063,0.063,0.05700000000000001,0.062,0.06,0.053000000000000005
34060,"Morgantown, WV",O3,4th Max,1,0.08,0.076,0.087,0.075,0.066,0.08100000000000002,0.077,0.078,0.066,0.063,0.077,0.069,0.072,0.064,0.064,0.069,0.05899999999999998,0.061,0.062,0.06,0.062
34060,,PM2.5,Weighted Annual Mean,1,15.0,14.9,15.2,14.6,13.8,15.0,13.5,14.8,12.5,10.8,11.3,10.6,8.9,8.9,8.6,8.2,7.4,7.3,6.9,7.2,6.2
34060,,PM2.5,98th Percentile,1,33.0,37.0,43.0,39.0,34.0,35.0,34.0,40.0,28.0,23.0,24.0,29.0,18.0,19.0,17.0,20.0,16.0,18.0,19.0,15.0,16.0
34060,,SO2,99th Percentile,1,186.0,197.0,282.0,176.0,182.0,140.0,181.0,193.0,130.0,182.0,24.0,22.0,16.0,14.0,15.0,16.0,9.0,11.0,12.0,14.0,10.0
34100,"Morristown, TN",O3,4th Max,1,0.095,0.091,0.099,0.085,0.078,0.084,0.083,0.085,0.075,0.068,0.079,0.073,0.08200000000000002,0.065,0.067,0.07000000000000002,0.068,0.065,0.067,0.065,0.05800000000000002
34620,"Muncie, IN",O3,4th Max,1,0.084,0.084,0.095,0.085,0.07000000000000002,0.08100000000000002,0.072,0.079,0.062,0.068,0.067,0.07000000000000002,0.075,0.061,0.054,0.05800000000000002,0.067,0.063,0.07000000000000002,0.05899999999999998,0.062
34620,,PM2.5,Weighted Annual Mean,1,16.2,14.5,14.5,14.0,12.3,16.4,11.9,13.3,11.7,11.1,12.8,11.1,9.9,9.8,10.3,9.0,7.7,7.7,8.3,8.3,8.0
34620,,PM2.5,98th Percentile,1,35.0,36.0,30.0,37.0,27.0,37.0,27.0,33.0,26.0,21.0,32.0,27.0,22.0,20.0,32.0,18.0,17.0,16.0,19.0,19.0,17.0
34700,"Muscatine, IA",PM10,2nd Max,1,61.0,69.0,59.0,55.0,63.0,63.0,58.0,80.0,58.0,55.0,81.0,56.0,55.0,47.0,48.0,55.0,40.0,43.0,47.0,36.0,39.0
34700,,PM2.5,Weighted Annual Mean,1,13.2,13.2,12.7,13.2,11.8,13.9,11.7,14.2,12.6,12.5,13.9,12.0,10.8,11.0,10.6,9.0,8.0,8.1,8.8,8.1,8.0
34700,,PM2.5,98th Percentile,1,40.0,40.0,28.0,38.0,38.0,37.0,28.0,44.0,34.0,35.0,41.0,29.0,27.0,28.0,33.0,22.0,21.0,19.0,21.0,21.0,20.0
34740,"Muskegon, MI",O3,4th Max,1,0.078,0.095,0.096,0.09399999999999999,0.07000000000000002,0.09,0.09,0.08599999999999998,0.072,0.074,0.076,0.079,0.091,0.073,0.075,0.074,0.076,0.074,0.08,0.068,0.08
34780,"Muskogee, OK",PM10,2nd Max,1,135.0,135.0,135.0,82.0,72.0,96.0,90.0,96.0,91.0,134.0,118.0,145.0,120.0,74.0,107.0,80.0,77.0,64.0,155.0,173.0,173.0
34940,"Naples-Immokalee-Marco Island, FL",O3,4th Max,1,0.061,0.061,0.061,0.073,0.071,0.065,0.07000000000000002,0.069,0.071,0.061,0.05899999999999998,0.06,0.05899999999999998,0.061,0.05800000000000002,0.05700000000000001,0.05800000000000002,0.062,0.062,0.05899999999999998,0.05700000000000001
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",NO2,Annual Mean,1,19.0,18.0,16.0,8.0,16.0,18.0,17.0,18.0,15.0,12.0,13.0,12.0,12.0,11.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0
34980,,O3,4th Max,5,0.085,0.079,0.084,0.077,0.072,0.078,0.078,0.08200000000000002,0.072,0.064,0.073,0.071,0.078,0.065,0.066,0.064,0.066,0.062,0.067,0.063,0.06
35220,"New Castle, IN",PM2.5,Weighted Annual Mean,1,13.6,13.6,13.7,13.4,11.9,15.7,11.1,13.1,11.4,10.7,11.9,10.5,9.1,9.4,9.9,8.1,7.3,7.2,7.9,7.7,7.3
35220,,PM2.5,98th Percentile,1,31.0,31.0,30.0,31.0,27.0,37.0,27.0,32.0,25.0,21.0,31.0,25.0,21.0,21.0,26.0,18.0,15.0,15.0,17.0,17.0,16.0
35260,"New Castle, PA",O3,4th Max,1,0.069,0.078,0.087,0.077,0.068,0.075,0.07000000000000002,0.075,0.069,0.063,0.068,0.071,0.08200000000000002,0.068,0.068,0.069,0.068,0.062,0.066,0.05600000000000001,0.06
35300,"New Haven-Milford, CT",PM2.5,Weighted Annual Mean,1,13.7,13.9,13.6,12.6,12.1,14.1,11.9,12.0,11.7,9.4,9.2,9.9,8.4,8.4,8.7,9.0,7.3,6.0,8.3,7.7,8.2
35300,,PM2.5,98th Percentile,1,34.0,35.0,33.0,38.0,30.0,36.0,36.0,33.0,28.0,28.0,26.0,24.0,21.0,24.0,26.0,22.0,21.0,16.0,22.0,18.0,22.0
35380,"New Orleans-Metairie, LA",NO2,Annual Mean,1,11.0,10.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0
35380,,NO2,98th Percentile,1,54.0,53.0,46.0,47.0,46.0,50.0,53.0,55.0,52.0,48.0,47.0,51.0,46.0,46.0,42.0,45.0,39.0,37.0,37.0,36.0,34.0
35380,,O3,4th Max,3,0.091,0.079,0.072,0.083,0.077,0.079,0.08,0.08200000000000002,0.07000000000000002,0.073,0.074,0.074,0.071,0.064,0.069,0.067,0.065,0.063,0.065,0.062,0.061
35380,,PM2.5,Weighted Annual Mean,2,13.2,12.7,11.4,11.6,11.2,12.7,13.5,10.2,9.3,8.6,9.4,9.2,8.7,7.5,7.8,7.7,6.5,7.5,7.9,7.4,7.7
35380,,PM2.5,98th Percentile,2,33.0,26.0,22.0,24.0,27.0,29.0,30.0,22.0,19.0,18.0,18.0,21.0,19.0,17.0,17.0,20.0,13.0,19.0,19.0,15.0,19.0
35620,"New York-Newark-Jersey City, NY-NJ-PA",CO,2nd Max,4,3.8,3.5,3.2,2.8,2.6,2.6,2.2,2.2,1.7,1.8,1.9,1.8,1.7,1.5,1.7,1.6,1.8,1.2,1.7,1.3,1.7
35620,,NO2,Annual Mean,5,25.0,25.0,24.0,23.0,21.0,22.0,20.0,18.0,17.0,17.0,15.0,16.0,14.0,14.0,14.0,14.0,13.0,12.0,12.0,12.0,11.0
35620,,NO2,98th Percentile,4,74.0,73.0,69.0,68.0,66.0,67.0,63.0,57.0,58.0,56.0,55.0,56.0,52.0,50.0,55.0,49.0,47.0,47.0,48.0,47.0,43.0
35620,,O3,4th Max,14,0.08799999999999998,0.09299999999999999,0.101,0.08799999999999998,0.079,0.09,0.084,0.08599999999999998,0.08200000000000002,0.07000000000000002,0.08,0.079,0.078,0.07000000000000002,0.067,0.073,0.072,0.07000000000000002,0.072,0.066,0.063
35620,,PM10,2nd Max,1,63.0,67.0,72.0,61.0,54.0,66.0,52.0,49.0,74.0,49.0,65.0,63.0,73.0,43.0,37.0,43.0,32.0,32.0,33.0,33.0,30.0
35620,,PM2.5,Weighted Annual Mean,12,14.2,13.8,13.4,13.5,12.4,13.7,11.8,12.5,11.3,9.4,9.2,9.9,9.0,8.6,8.5,8.7,7.4,7.4,7.4,7.1,6.9
35620,,PM2.5,98th Percentile,12,36.0,34.0,36.0,39.0,34.0,36.0,35.0,33.0,30.0,25.0,25.0,25.0,21.0,23.0,23.0,24.0,16.0,17.0,19.0,19.0,18.0
35620,,SO2,99th Percentile,7,45.0,48.0,43.0,47.0,47.0,46.0,37.0,32.0,31.0,28.0,20.0,22.0,16.0,10.0,10.0,7.0,5.0,4.0,5.0,5.0,5.0
35660,"Niles-Benton Harbor, MI",O3,4th Max,1,0.077,0.08799999999999998,0.098,0.08899999999999998,0.073,0.09,0.076,0.08599999999999998,0.073,0.07000000000000002,0.072,0.083,0.091,0.074,0.073,0.072,0.078,0.069,0.073,0.066,0.078
35700,"Nogales, AZ",PM2.5,Weighted Annual Mean,1,12.6,11.0,12.2,11.8,10.8,13.2,15.6,12.3,13.1,13.2,10.2,9.7,9.6,8.9,9.5,9.0,9.8,8.9,8.5,8.8,10.2
35700,,PM2.5,98th Percentile,1,34.0,26.0,25.0,35.0,25.0,33.0,56.0,28.0,36.0,30.0,32.0,27.0,26.0,27.0,29.0,27.0,26.0,30.0,22.0,25.0,32.0
35840,"North Port-Sarasota-Bradenton, FL",O3,4th Max,5,0.08200000000000002,0.08,0.072,0.077,0.077,0.075,0.077,0.073,0.071,0.061,0.067,0.07000000000000002,0.065,0.066,0.063,0.062,0.06,0.065,0.065,0.065,0.05700000000000001
35840,,PM10,2nd Max,1,48.0,45.0,38.5,32.0,46.0,50.0,64.0,81.0,60.0,39.0,59.0,37.0,43.0,46.0,67.0,50.0,32.0,48.0,39.0,54.0,56.0
35840,,PM2.5,Weighted Annual Mean,1,11.0,10.0,8.9,8.6,8.8,9.1,8.7,8.0,6.8,6.6,7.0,7.0,7.1,6.0,6.7,5.7,6.4,7.0,6.6,6.8,7.9
35840,,PM2.5,98th Percentile,1,30.0,28.0,24.0,18.0,20.0,20.0,20.0,21.0,16.0,18.0,14.0,16.0,18.0,16.0,18.0,14.0,15.0,15.0,13.0,15.0,18.0
36100,"Ocala, FL",O3,4th Max,2,0.076,0.073,0.075,0.074,0.074,0.072,0.073,0.073,0.07000000000000002,0.05899999999999998,0.067,0.066,0.061,0.061,0.062,0.05800000000000002,0.061,0.062,0.062,0.061,0.05899999999999998
36260,"Ogden-Clearfield, UT",NO2,Annual Mean,1,27.0,27.0,27.0,26.0,24.0,24.0,21.0,25.0,23.0,22.0,17.0,16.0,16.0,17.0,16.0,15.0,15.0,18.0,17.0,17.0,17.0
36260,,O3,4th Max,2,0.078,0.078,0.084,0.08,0.069,0.08200000000000002,0.08100000000000002,0.08,0.074,0.069,0.07000000000000002,0.069,0.075,0.072,0.069,0.071,0.07000000000000002,0.071,0.075,0.068,0.073
36260,,PM10,2nd Max,1,85.0,85.0,134.0,204.0,125.0,89.0,67.0,118.0,118.0,103.0,197.0,70.0,61.0,92.0,75.0,86.0,62.0,107.0,102.0,50.0,50.0
36260,,PM2.5,Weighted Annual Mean,2,11.9,11.9,12.6,8.5,12.0,9.2,8.9,10.3,8.9,9.4,8.8,8.4,7.9,10.7,7.1,7.7,8.2,8.1,7.6,7.6,7.6
36260,,PM2.5,98th Percentile,2,51.0,51.0,56.0,27.0,57.0,28.0,27.0,42.0,38.0,37.0,46.0,40.0,27.0,48.0,31.0,30.0,37.0,32.0,25.0,25.0,25.0
36420,"Oklahoma City, OK",NO2,Annual Mean,1,13.0,13.0,14.0,11.0,10.0,12.0,10.0,10.0,10.0,8.0,9.0,10.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
36420,,NO2,98th Percentile,1,57.0,55.0,59.0,55.0,54.0,53.0,55.0,52.0,54.0,45.0,47.0,55.0,60.0,46.0,46.0,43.0,45.0,43.0,41.0,41.0,41.0
36420,,O3,4th Max,6,0.08100000000000002,0.08,0.078,0.079,0.072,0.076,0.08100000000000002,0.073,0.071,0.072,0.071,0.08200000000000002,0.078,0.07000000000000002,0.068,0.067,0.065,0.07000000000000002,0.072,0.067,0.066
36420,,PM10,2nd Max,1,45.0,45.0,50.0,52.0,42.0,47.0,51.0,51.0,39.0,44.0,38.0,59.0,55.0,56.0,46.0,32.0,50.0,37.0,57.0,40.0,43.0
36420,,PM2.5,Weighted Annual Mean,2,10.3,10.7,10.4,10.1,9.5,10.6,8.8,11.1,10.5,9.3,9.0,9.9,9.6,9.3,8.9,8.1,7.7,7.9,9.0,8.4,8.5
36420,,PM2.5,98th Percentile,2,26.0,26.0,29.0,24.0,26.0,28.0,21.0,25.0,23.0,19.0,17.0,23.0,19.0,20.0,22.0,19.0,17.0,16.0,23.0,18.0,18.0
36540,"Omaha-Council Bluffs, NE-IA",O3,4th Max,1,0.063,0.05600000000000001,0.07000000000000002,0.064,0.069,0.069,0.072,0.066,0.05700000000000001,0.055,0.05800000000000002,0.05700000000000001,0.066,0.05800000000000002,0.05899999999999998,0.055,0.063,0.061,0.063,0.05,0.055
36540,,PM10,2nd Max,4,72.3,70.8,79.3,97.0,76.5,86.5,74.5,70.8,83.3,60.8,85.3,73.3,85.5,60.5,61.3,58.5,48.8,59.3,54.8,46.0,63.5
36540,,PM2.5,Weighted Annual Mean,5,10.6,10.5,10.2,10.1,9.1,11.0,9.5,9.6,9.2,9.1,10.7,10.2,10.1,9.3,8.4,7.9,7.2,8.1,8.3,7.2,7.3
36540,,PM2.5,98th Percentile,5,27.0,25.0,25.0,26.0,26.0,28.0,24.0,27.0,19.0,20.0,29.0,23.0,24.0,22.0,20.0,19.0,16.0,18.0,21.0,19.0,18.0
36540,,SO2,99th Percentile,1,22.0,22.0,22.0,37.0,52.0,109.0,64.0,95.0,70.0,73.0,58.0,65.0,73.0,56.0,54.0,57.0,65.0,55.0,29.0,38.0,34.0
36740,"Orlando-Kissimmee-Sanford, FL",CO,2nd Max,1,2.4,2.0,2.5,1.5,1.6,1.8,1.5,1.0,1.0,1.2,1.3,1.0,1.1,1.0,1.5,1.2,1.2,1.4,1.0,0.7,0.9
36740,,NO2,Annual Mean,1,12.0,12.0,11.0,11.0,10.0,9.0,8.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0
36740,,NO2,98th Percentile,1,59.0,54.0,49.0,51.0,48.0,45.0,46.0,43.0,38.0,38.0,40.0,33.0,35.0,34.0,36.0,25.0,29.0,30.0,30.0,30.0,30.0
36740,,O3,4th Max,5,0.079,0.078,0.074,0.075,0.074,0.08,0.078,0.075,0.07000000000000002,0.064,0.068,0.072,0.069,0.063,0.063,0.06,0.064,0.067,0.064,0.065,0.061
36740,,PM10,2nd Max,2,44.5,46.0,33.5,37.5,42.5,45.0,47.5,41.5,40.0,30.5,40.0,32.0,35.5,43.0,36.0,41.0,31.0,55.5,29.5,48.0,42.0
36740,,PM2.5,Weighted Annual Mean,2,11.4,10.2,9.2,8.9,9.9,9.8,9.2,9.2,7.6,7.2,7.5,7.3,7.1,6.0,6.4,6.0,6.5,7.0,6.7,6.7,7.1
36740,,PM2.5,98th Percentile,2,29.0,23.0,21.0,19.0,24.0,24.0,18.0,25.0,17.0,16.0,14.0,17.0,19.0,15.0,16.0,14.0,14.0,16.0,14.0,15.0,17.0
36740,,SO2,99th Percentile,1,26.0,29.0,16.0,13.0,12.0,12.0,12.0,10.0,8.0,8.0,7.0,5.0,5.0,3.0,7.0,3.0,2.0,5.0,4.0,3.0,4.0
36980,"Owensboro, KY",NO2,Annual Mean,1,11.0,10.0,10.0,10.0,8.0,8.0,6.0,4.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
36980,,NO2,98th Percentile,1,45.0,44.0,40.0,40.0,35.0,35.0,33.0,36.0,36.0,35.0,38.0,33.0,31.0,31.0,31.0,33.0,29.0,29.0,28.0,27.0,26.0
36980,,O3,4th Max,2,0.077,0.075,0.09,0.073,0.069,0.078,0.076,0.084,0.072,0.068,0.073,0.078,0.084,0.065,0.065,0.068,0.068,0.064,0.064,0.063,0.065
36980,,SO2,99th Percentile,1,73.0,72.0,89.0,98.0,81.0,91.0,58.0,64.0,54.0,43.0,68.0,40.0,37.0,45.0,48.0,37.0,25.0,17.0,17.0,34.0,12.0
37080,"Oxford, NC",O3,4th Max,1,0.091,0.09399999999999999,0.098,0.09,0.08100000000000002,0.085,0.076,0.083,0.08100000000000002,0.07000000000000002,0.074,0.072,0.072,0.063,0.065,0.063,0.065,0.065,0.065,0.062,0.054
37100,"Oxnard-Thousand Oaks-Ventura, CA",NO2,Annual Mean,2,17.0,15.0,13.0,13.0,12.0,13.0,11.0,11.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0
37100,,NO2,98th Percentile,2,61.0,55.0,51.0,52.0,47.0,47.0,43.0,43.0,43.0,39.0,39.0,37.0,36.0,35.0,36.0,32.0,32.0,33.0,33.0,30.0,29.0
37100,,O3,4th Max,5,0.087,0.08799999999999998,0.084,0.087,0.084,0.08,0.08100000000000002,0.075,0.079,0.079,0.074,0.074,0.071,0.068,0.076,0.069,0.071,0.074,0.066,0.067,0.075
37100,,PM2.5,Weighted Annual Mean,4,13.6,13.8,13.0,12.2,11.3,10.4,9.8,10.7,10.2,10.2,8.6,8.5,9.3,8.7,9.3,8.5,8.7,8.8,8.9,6.8,7.6
37100,,PM2.5,98th Percentile,4,37.0,37.0,30.0,28.0,30.0,23.0,24.0,27.0,21.0,20.0,18.0,18.0,19.0,19.0,19.0,21.0,18.0,21.0,23.0,15.0,29.0
37140,"Paducah, KY-IL",NO2,Annual Mean,1,11.0,11.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0
37140,,NO2,98th Percentile,1,56.0,51.0,46.0,44.0,44.0,45.0,43.0,43.0,42.0,40.0,47.0,37.0,36.0,34.0,36.0,39.0,31.0,31.0,28.0,32.0,30.0
37140,,O3,4th Max,2,0.083,0.08100000000000002,0.08799999999999998,0.078,0.069,0.075,0.073,0.079,0.068,0.066,0.07000000000000002,0.071,0.087,0.065,0.065,0.063,0.066,0.063,0.067,0.061,0.064
37140,,SO2,99th Percentile,1,30.0,30.0,24.0,24.0,24.0,26.0,25.0,28.0,26.0,25.0,25.0,27.0,24.0,18.0,20.0,18.0,16.0,12.0,10.0,13.0,7.0
37260,"Palatka, FL",PM10,2nd Max,1,48.0,48.0,48.0,52.0,97.0,63.0,69.0,87.0,73.0,40.0,58.0,63.0,62.0,54.0,36.0,45.0,47.0,58.0,54.0,60.0,47.0
37260,,SO2,99th Percentile,1,54.0,60.0,43.0,53.0,48.0,60.0,61.0,34.0,39.0,44.0,33.0,32.0,26.0,27.0,25.0,22.0,12.0,20.0,13.0,9.0,8.0
37340,"Palm Bay-Melbourne-Titusville, FL",O3,4th Max,2,0.078,0.079,0.068,0.072,0.067,0.07000000000000002,0.076,0.068,0.068,0.063,0.064,0.066,0.065,0.063,0.061,0.05899999999999998,0.06,0.061,0.06,0.053000000000000005,0.05800000000000002
37340,,PM2.5,Weighted Annual Mean,1,8.6,8.6,7.6,7.5,8.6,8.3,9.0,7.3,7.4,6.5,6.9,6.5,6.1,5.7,5.8,5.2,5.2,6.6,5.4,6.2,7.9
37340,,PM2.5,98th Percentile,1,20.0,20.0,18.0,16.0,20.0,18.0,28.0,20.0,18.0,15.0,14.0,15.0,16.0,21.0,14.0,12.0,10.0,20.0,11.0,13.0,17.0
37460,"Panama City, FL",O3,4th Max,1,0.08200000000000002,0.08200000000000002,0.071,0.083,0.08,0.078,0.077,0.077,0.075,0.065,0.072,0.07000000000000002,0.066,0.063,0.065,0.061,0.062,0.05899999999999998,0.06,0.062,0.05800000000000002
37620,"Parkersburg-Vienna, WV",O3,4th Max,1,0.087,0.084,0.095,0.083,0.069,0.084,0.08,0.084,0.071,0.061,0.073,0.065,0.077,0.064,0.067,0.071,0.067,0.05800000000000002,0.061,0.061,0.05800000000000002
37620,,PM2.5,Weighted Annual Mean,1,17.8,17.4,15.8,14.9,14.9,16.4,14.7,15.3,13.8,12.0,13.4,11.6,10.3,9.4,9.6,9.3,7.9,8.1,7.7,7.7,7.0
37620,,PM2.5,98th Percentile,1,38.0,42.0,37.0,32.0,35.0,36.0,35.0,39.0,28.0,27.0,28.0,25.0,20.0,21.0,18.0,25.0,14.0,18.0,17.0,16.0,15.0
37620,,SO2,99th Percentile,1,193.0,163.0,125.0,131.0,171.0,167.0,97.0,128.0,149.0,119.0,84.0,54.0,24.0,25.0,31.0,28.0,18.0,19.0,16.0,22.0,19.0
37740,"Payson, AZ",O3,4th Max,1,0.087,0.087,0.087,0.084,0.077,0.084,0.08100000000000002,0.076,0.078,0.072,0.07000000000000002,0.076,0.078,0.072,0.072,0.073,0.07000000000000002,0.076,0.076,0.075,0.08100000000000002
37740,,SO2,99th Percentile,1,177.0,267.0,232.0,280.0,292.0,295.0,241.0,322.0,257.0,274.0,314.0,189.0,353.0,256.0,236.0,246.0,359.0,280.0,208.0,191.0,3.0
37860,"Pensacola-Ferry Pass-Brent, FL",O3,4th Max,2,0.09,0.079,0.073,0.08200000000000002,0.08100000000000002,0.08200000000000002,0.083,0.08100000000000002,0.074,0.071,0.073,0.072,0.07000000000000002,0.065,0.07000000000000002,0.062,0.062,0.065,0.067,0.063,0.05800000000000002
37860,,PM2.5,Weighted Annual Mean,1,13.9,11.4,11.0,11.2,12.2,12.0,11.6,10.8,9.4,8.4,9.1,8.9,8.7,7.4,8.3,7.4,7.0,7.7,7.5,8.4,9.7
37860,,PM2.5,98th Percentile,1,32.0,22.0,22.0,31.0,32.0,29.0,27.0,25.0,20.0,19.0,18.0,19.0,20.0,16.0,16.0,17.0,13.0,16.0,19.0,20.0,20.0
37860,,SO2,99th Percentile,1,140.0,100.0,84.0,76.0,85.0,69.0,79.0,81.0,119.0,74.0,45.0,22.0,14.0,29.0,33.0,9.0,8.0,8.0,5.0,12.0,4.0
37900,"Peoria, IL",O3,4th Max,2,0.072,0.074,0.083,0.072,0.064,0.075,0.067,0.078,0.064,0.061,0.064,0.068,0.072,0.062,0.064,0.062,0.067,0.066,0.07000000000000002,0.063,0.067
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",CO,2nd Max,1,2.6,2.5,2.2,2.4,2.1,2.0,2.2,1.8,1.3,1.3,1.2,1.1,1.3,1.1,1.0,1.1,1.2,1.0,1.1,1.0,1.1
37980,,NO2,Annual Mean,2,19.0,19.0,19.0,19.0,18.0,17.0,17.0,16.0,15.0,14.0,12.0,12.0,11.0,10.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0
